value,Units,Periods
158.0,GAS_4,Fri-15
400.0,COAL_1,Fri-16
511.0,COAL_2,Fri-16
90.0,DIESEL_1,Fri-16
87.0,DIESEL_2,Fri-16
0.0,DIESEL_3,Fri-16
0.0,DIESEL_4,Fri-16
0.0,GAS_1,Fri-16
0.0,GAS_2,Fri-16
165.0,GAS_3,Fri-16
158.0,GAS_4,Fri-16
400.0,COAL_1,Fri-17
485.0,COAL_2,Fri-17
90.0,DIESEL_1,Fri-17
87.0,DIESEL_2,Fri-17
0.0,DIESEL_3,Fri-17
0.0,DIESEL_4,Fri-17
0.0,GAS_1,Fri-17
0.0,GAS_2,Fri-17
165.0,GAS_3,Fri-17
158.0,GAS_4,Fri-17
400.0,COAL_1,Fri-18
458.0,COAL_2,Fri-18
90.0,DIESEL_1,Fri-18
87.0,DIESEL_2,Fri-18
0.0,DIESEL_3,Fri-18
0.0,DIESEL_4,Fri-18
0.0,GAS_1,Fri-18
0.0,GAS_2,Fri-18
165.0,GAS_3,Fri-18
158.0,GAS_4,Fri-18
400.0,COAL_1,Fri-19
440.0,COAL_2,Fri-19
90.0,DIESEL_1,Fri-19
87.0,DIESEL_2,Fri-19
0.0,DIESEL_3,Fri-19
0.0,DIESEL_4,Fri-19
0.0,GAS_1,Fri-19
0.0,GAS_2,Fri-19
165.0,GAS_3,Fri-19
158.0,GAS_4,Fri-19
400.0,COAL_1,Fri-20
445.0,COAL_2,Fri-20
90.0,DIESEL_1,Fri-20
87.0,DIESEL_2,Fri-20
0.0,DIESEL_3,Fri-20
0.0,DIESEL_4,Fri-20
0.0,GAS_1,Fri-20
0.0,GAS_2,Fri-20
165.0,GAS_3,Fri-20
158.0,GAS_4,Fri-20
400.0,COAL_1,Fri-21
433.0,COAL_2,Fri-21
90.0,DIESEL_1,Fri-21
87.0,DIESEL_2,Fri-21
0.0,DIESEL_3,Fri-21
0.0,DIESEL_4,Fri-21
0.0,GAS_1,Fri-21
0.0,GAS_2,Fri-21
165.0,GAS_3,Fri-21
158.0,GAS_4,Fri-21
400.0,COAL_1,Fri-22
407.0,COAL_2,Fri-22
90.0,DIESEL_1,Fri-22
87.0,DIESEL_2,Fri-22
0.0,DIESEL_3,Fri-22
0.0,DIESEL_4,Fri-22
0.0,GAS_1,Fri-22
0.0,GAS_2,Fri-22
165.0,GAS_3,Fri-22
158.0,GAS_4,Fri-22
400.0,COAL_1,Fri-23
382.0,COAL_2,Fri-23
90.0,DIESEL_1,Fri-23
87.0,DIESEL_2,Fri-23
0.0,DIESEL_3,Fri-23
0.0,DIESEL_4,Fri-23
0.0,GAS_1,Fri-23
0.0,GAS_2,Fri-23
165.0,GAS_3,Fri-23
158.0,GAS_4,Fri-23
400.0,COAL_1,Sat-00
359.0,COAL_2,Sat-00
90.0,DIESEL_1,Sat-00
87.0,DIESEL_2,Sat-00
0.0,DIESEL_3,Sat-00
0.0,DIESEL_4,Sat-00
0.0,GAS_1,Sat-00
0.0,GAS_2,Sat-00
165.0,GAS_3,Sat-00
158.0,GAS_4,Sat-00
400.0,COAL_1,Sat-01
345.0,COAL_2,Sat-01
90.0,DIESEL_1,Sat-01
87.0,DIESEL_2,Sat-01
0.0,DIESEL_3,Sat-01
0.0,DIESEL_4,Sat-01
0.0,GAS_1,Sat-01
0.0,GAS_2,Sat-01
165.0,GAS_3,Sat-01
158.0,GAS_4,Sat-01
400.0,COAL_1,Sat-02
331.0,COAL_2,Sat-02
90.0,DIESEL_1,Sat-02
87.0,DIESEL_2,Sat-02
0.0,DIESEL_3,Sat-02
0.0,DIESEL_4,Sat-02
0.0,GAS_1,Sat-02
0.0,GAS_2,Sat-02
165.0,GAS_3,Sat-02
158.0,GAS_4,Sat-02
400.0,COAL_1,Sat-03
321.0,COAL_2,Sat-03
90.0,DIESEL_1,Sat-03
87.0,DIESEL_2,Sat-03
0.0,DIESEL_3,Sat-03
0.0,DIESEL_4,Sat-03
0.0,GAS_1,Sat-03
0.0,GAS_2,Sat-03
165.0,GAS_3,Sat-03
158.0,GAS_4,Sat-03
400.0,COAL_1,Sat-04
316.0,COAL_2,Sat-04
90.0,DIESEL_1,Sat-04
87.0,DIESEL_2,Sat-04
0.0,DIESEL_3,Sat-04
0.0,DIESEL_4,Sat-04
0.0,GAS_1,Sat-04
0.0,GAS_2,Sat-04
165.0,GAS_3,Sat-04
158.0,GAS_4,Sat-04
400.0,COAL_1,Sat-05
324.0,COAL_2,Sat-05
90.0,DIESEL_1,Sat-05
87.0,DIESEL_2,Sat-05
0.0,DIESEL_3,Sat-05
0.0,DIESEL_4,Sat-05
0.0,GAS_1,Sat-05
0.0,GAS_2,Sat-05
165.0,GAS_3,Sat-05
158.0,GAS_4,Sat-05
400.0,COAL_1,Sat-06
336.0,COAL_2,Sat-06
90.0,DIESEL_1,Sat-06
87.0,DIESEL_2,Sat-06
0.0,DIESEL_3,Sat-06
0.0,DIESEL_4,Sat-06
0.0,GAS_1,Sat-06
0.0,GAS_2,Sat-06
165.0,GAS_3,Sat-06
158.0,GAS_4,Sat-06
400.0,COAL_1,Sat-07
343.0,COAL_2,Sat-07
90.0,DIESEL_1,Sat-07
87.0,DIESEL_2,Sat-07
0.0,DIESEL_3,Sat-07
0.0,DIESEL_4,Sat-07
0.0,GAS_1,Sat-07
0.0,GAS_2,Sat-07
165.0,GAS_3,Sat-07
158.0,GAS_4,Sat-07
400.0,COAL_1,Sat-08
362.0,COAL_2,Sat-08
90.0,DIESEL_1,Sat-08
87.0,DIESEL_2,Sat-08
0.0,DIESEL_3,Sat-08
0.0,DIESEL_4,Sat-08
0.0,GAS_1,Sat-08
0.0,GAS_2,Sat-08
165.0,GAS_3,Sat-08
158.0,GAS_4,Sat-08
400.0,COAL_1,Sat-09
380.0,COAL_2,Sat-09
90.0,DIESEL_1,Sat-09
87.0,DIESEL_2,Sat-09
0.0,DIESEL_3,Sat-09
0.0,DIESEL_4,Sat-09
0.0,GAS_1,Sat-09
0.0,GAS_2,Sat-09
165.0,GAS_3,Sat-09
158.0,GAS_4,Sat-09
400.0,COAL_1,Sat-10
394.0,COAL_2,Sat-10
90.0,DIESEL_1,Sat-10
87.0,DIESEL_2,Sat-10
0.0,DIESEL_3,Sat-10
0.0,DIESEL_4,Sat-10
0.0,GAS_1,Sat-10
0.0,GAS_2,Sat-10
165.0,GAS_3,Sat-10
158.0,GAS_4,Sat-10
400.0,COAL_1,Sat-11
402.0,COAL_2,Sat-11
90.0,DIESEL_1,Sat-11
87.0,DIESEL_2,Sat-11
0.0,DIESEL_3,Sat-11
0.0,DIESEL_4,Sat-11
0.0,GAS_1,Sat-11
0.0,GAS_2,Sat-11
165.0,GAS_3,Sat-11
158.0,GAS_4,Sat-11
400.0,COAL_1,Sat-12
400.0,COAL_2,Sat-12
90.0,DIESEL_1,Sat-12
87.0,DIESEL_2,Sat-12
0.0,DIESEL_3,Sat-12
0.0,DIESEL_4,Sat-12
0.0,GAS_1,Sat-12
0.0,GAS_2,Sat-12
165.0,GAS_3,Sat-12
158.0,GAS_4,Sat-12
400.0,COAL_1,Sat-13
394.0,COAL_2,Sat-13
90.0,DIESEL_1,Sat-13
87.0,DIESEL_2,Sat-13
0.0,DIESEL_3,Sat-13
0.0,DIESEL_4,Sat-13
0.0,GAS_1,Sat-13
0.0,GAS_2,Sat-13
165.0,GAS_3,Sat-13
158.0,GAS_4,Sat-13
400.0,COAL_1,Sat-14
387.0,COAL_2,Sat-14
90.0,DIESEL_1,Sat-14
87.0,DIESEL_2,Sat-14
0.0,DIESEL_3,Sat-14
0.0,DIESEL_4,Sat-14
0.0,GAS_1,Sat-14
0.0,GAS_2,Sat-14
165.0,GAS_3,Sat-14
158.0,GAS_4,Sat-14
400.0,COAL_1,Sat-15
379.0,COAL_2,Sat-15
90.0,DIESEL_1,Sat-15
87.0,DIESEL_2,Sat-15
0.0,DIESEL_3,Sat-15
0.0,DIESEL_4,Sat-15
0.0,GAS_1,Sat-15
0.0,GAS_2,Sat-15
165.0,GAS_3,Sat-15
158.0,GAS_4,Sat-15
400.0,COAL_1,Sat-16
375.0,COAL_2,Sat-16
90.0,DIESEL_1,Sat-16
87.0,DIESEL_2,Sat-16
0.0,DIESEL_3,Sat-16
0.0,DIESEL_4,Sat-16
0.0,GAS_1,Sat-16
0.0,GAS_2,Sat-16
165.0,GAS_3,Sat-16
158.0,GAS_4,Sat-16
400.0,COAL_1,Sat-17
365.0,COAL_2,Sat-17
90.0,DIESEL_1,Sat-17
87.0,DIESEL_2,Sat-17
0.0,DIESEL_3,Sat-17
0.0,DIESEL_4,Sat-17
0.0,GAS_1,Sat-17
0.0,GAS_2,Sat-17
165.0,GAS_3,Sat-17
158.0,GAS_4,Sat-17
400.0,COAL_1,Sat-18
355.0,COAL_2,Sat-18
90.0,DIESEL_1,Sat-18
87.0,DIESEL_2,Sat-18
0.0,DIESEL_3,Sat-18
0.0,DIESEL_4,Sat-18
0.0,GAS_1,Sat-18
0.0,GAS_2,Sat-18
165.0,GAS_3,Sat-18
158.0,GAS_4,Sat-18
400.0,COAL_1,Sat-19
346.0,COAL_2,Sat-19
90.0,DIESEL_1,Sat-19
87.0,DIESEL_2,Sat-19
0.0,DIESEL_3,Sat-19
0.0,DIESEL_4,Sat-19
0.0,GAS_1,Sat-19
0.0,GAS_2,Sat-19
165.0,GAS_3,Sat-19
158.0,GAS_4,Sat-19
400.0,COAL_1,Sat-20
344.0,COAL_2,Sat-20
90.0,DIESEL_1,Sat-20
87.0,DIESEL_2,Sat-20
0.0,DIESEL_3,Sat-20
0.0,DIESEL_4,Sat-20
0.0,GAS_1,Sat-20
0.0,GAS_2,Sat-20
165.0,GAS_3,Sat-20
158.0,GAS_4,Sat-20
400.0,COAL_1,Sat-21
335.0,COAL_2,Sat-21
90.0,DIESEL_1,Sat-21
87.0,DIESEL_2,Sat-21
0.0,DIESEL_3,Sat-21
0.0,DIESEL_4,Sat-21
0.0,GAS_1,Sat-21
0.0,GAS_2,Sat-21
165.0,GAS_3,Sat-21
158.0,GAS_4,Sat-21
400.0,COAL_1,Sat-22
319.0,COAL_2,Sat-22
90.0,DIESEL_1,Sat-22
87.0,DIESEL_2,Sat-22
0.0,DIESEL_3,Sat-22
0.0,DIESEL_4,Sat-22
0.0,GAS_1,Sat-22
0.0,GAS_2,Sat-22
165.0,GAS_3,Sat-22
158.0,GAS_4,Sat-22
400.0,COAL_1,Sat-23
299.0,COAL_2,Sat-23
90.0,DIESEL_1,Sat-23
87.0,DIESEL_2,Sat-23
0.0,DIESEL_3,Sat-23
0.0,DIESEL_4,Sat-23
0.0,GAS_1,Sat-23
0.0,GAS_2,Sat-23
165.0,GAS_3,Sat-23
158.0,GAS_4,Sat-23
400.0,COAL_1,Sun-00
284.0,COAL_2,Sun-00
90.0,DIESEL_1,Sun-00
87.0,DIESEL_2,Sun-00
0.0,DIESEL_3,Sun-00
0.0,DIESEL_4,Sun-00
0.0,GAS_1,Sun-00
0.0,GAS_2,Sun-00
165.0,GAS_3,Sun-00
158.0,GAS_4,Sun-00
400.0,COAL_1,Sun-01
272.0,COAL_2,Sun-01
90.0,DIESEL_1,Sun-01
87.0,DIESEL_2,Sun-01
0.0,DIESEL_3,Sun-01
0.0,DIESEL_4,Sun-01
0.0,GAS_1,Sun-01
0.0,GAS_2,Sun-01
165.0,GAS_3,Sun-01
158.0,GAS_4,Sun-01
400.0,COAL_1,Sun-02
263.0,COAL_2,Sun-02
90.0,DIESEL_1,Sun-02
87.0,DIESEL_2,Sun-02
0.0,DIESEL_3,Sun-02
0.0,DIESEL_4,Sun-02
0.0,GAS_1,Sun-02
0.0,GAS_2,Sun-02
165.0,GAS_3,Sun-02
158.0,GAS_4,Sun-02
400.0,COAL_1,Sun-03
262.0,COAL_2,Sun-03
90.0,DIESEL_1,Sun-03
87.0,DIESEL_2,Sun-03
0.0,DIESEL_3,Sun-03
0.0,DIESEL_4,Sun-03
0.0,GAS_1,Sun-03
0.0,GAS_2,Sun-03
165.0,GAS_3,Sun-03
158.0,GAS_4,Sun-03
400.0,COAL_1,Sun-04
258.0,COAL_2,Sun-04
90.0,DIESEL_1,Sun-04
87.0,DIESEL_2,Sun-04
0.0,DIESEL_3,Sun-04
0.0,DIESEL_4,Sun-04
0.0,GAS_1,Sun-04
0.0,GAS_2,Sun-04
165.0,GAS_3,Sun-04
158.0,GAS_4,Sun-04
400.0,COAL_1,Sun-05
260.0,COAL_2,Sun-05
90.0,DIESEL_1,Sun-05
87.0,DIESEL_2,Sun-05
0.0,DIESEL_3,Sun-05
0.0,DIESEL_4,Sun-05
0.0,GAS_1,Sun-05
0.0,GAS_2,Sun-05
165.0,GAS_3,Sun-05
158.0,GAS_4,Sun-05
400.0,COAL_1,Sun-06
264.0,COAL_2,Sun-06
90.0,DIESEL_1,Sun-06
87.0,DIESEL_2,Sun-06
0.0,DIESEL_3,Sun-06
0.0,DIESEL_4,Sun-06
0.0,GAS_1,Sun-06
0.0,GAS_2,Sun-06
165.0,GAS_3,Sun-06
158.0,GAS_4,Sun-06
400.0,COAL_1,Sun-07
260.0,COAL_2,Sun-07
90.0,DIESEL_1,Sun-07
87.0,DIESEL_2,Sun-07
0.0,DIESEL_3,Sun-07
0.0,DIESEL_4,Sun-07
0.0,GAS_1,Sun-07
0.0,GAS_2,Sun-07
165.0,GAS_3,Sun-07
158.0,GAS_4,Sun-07
400.0,COAL_1,Sun-08
274.0,COAL_2,Sun-08
90.0,DIESEL_1,Sun-08
87.0,DIESEL_2,Sun-08
0.0,DIESEL_3,Sun-08
0.0,DIESEL_4,Sun-08
0.0,GAS_1,Sun-08
0.0,GAS_2,Sun-08
165.0,GAS_3,Sun-08
158.0,GAS_4,Sun-08
400.0,COAL_1,Sun-09
291.0,COAL_2,Sun-09
90.0,DIESEL_1,Sun-09
87.0,DIESEL_2,Sun-09
0.0,DIESEL_3,Sun-09
0.0,DIESEL_4,Sun-09
0.0,GAS_1,Sun-09
0.0,GAS_2,Sun-09
165.0,GAS_3,Sun-09
158.0,GAS_4,Sun-09
400.0,COAL_1,Sun-10
305.0,COAL_2,Sun-10
90.0,DIESEL_1,Sun-10
87.0,DIESEL_2,Sun-10
0.0,DIESEL_3,Sun-10
0.0,DIESEL_4,Sun-10
0.0,GAS_1,Sun-10
0.0,GAS_2,Sun-10
165.0,GAS_3,Sun-10
158.0,GAS_4,Sun-10
400.0,COAL_1,Sun-11
320.0,COAL_2,Sun-11
90.0,DIESEL_1,Sun-11
87.0,DIESEL_2,Sun-11
0.0,DIESEL_3,Sun-11
0.0,DIESEL_4,Sun-11
0.0,GAS_1,Sun-11
0.0,GAS_2,Sun-11
165.0,GAS_3,Sun-11
158.0,GAS_4,Sun-11
400.0,COAL_1,Sun-12
327.0,COAL_2,Sun-12
90.0,DIESEL_1,Sun-12
87.0,DIESEL_2,Sun-12
0.0,DIESEL_3,Sun-12
0.0,DIESEL_4,Sun-12
0.0,GAS_1,Sun-12
0.0,GAS_2,Sun-12
165.0,GAS_3,Sun-12
158.0,GAS_4,Sun-12
400.0,COAL_1,Sun-13
332.0,COAL_2,Sun-13
90.0,DIESEL_1,Sun-13
87.0,DIESEL_2,Sun-13
0.0,DIESEL_3,Sun-13
0.0,DIESEL_4,Sun-13
0.0,GAS_1,Sun-13
0.0,GAS_2,Sun-13
165.0,GAS_3,Sun-13
158.0,GAS_4,Sun-13
400.0,COAL_1,Sun-14
335.0,COAL_2,Sun-14
90.0,DIESEL_1,Sun-14
87.0,DIESEL_2,Sun-14
0.0,DIESEL_3,Sun-14
0.0,DIESEL_4,Sun-14
0.0,GAS_1,Sun-14
0.0,GAS_2,Sun-14
165.0,GAS_3,Sun-14
158.0,GAS_4,Sun-14
400.0,COAL_1,Sun-15
335.0,COAL_2,Sun-15
90.0,DIESEL_1,Sun-15
87.0,DIESEL_2,Sun-15
0.0,DIESEL_3,Sun-15
0.0,DIESEL_4,Sun-15
0.0,GAS_1,Sun-15
0.0,GAS_2,Sun-15
165.0,GAS_3,Sun-15
158.0,GAS_4,Sun-15
400.0,COAL_1,Sun-16
333.0,COAL_2,Sun-16
90.0,DIESEL_1,Sun-16
87.0,DIESEL_2,Sun-16
0.0,DIESEL_3,Sun-16
0.0,DIESEL_4,Sun-16
0.0,GAS_1,Sun-16
0.0,GAS_2,Sun-16
165.0,GAS_3,Sun-16
158.0,GAS_4,Sun-16
400.0,COAL_1,Sun-17
330.0,COAL_2,Sun-17
90.0,DIESEL_1,Sun-17
87.0,DIESEL_2,Sun-17
0.0,DIESEL_3,Sun-17
0.0,DIESEL_4,Sun-17
0.0,GAS_1,Sun-17
0.0,GAS_2,Sun-17
165.0,GAS_3,Sun-17
158.0,GAS_4,Sun-17
400.0,COAL_1,Sun-18
317.0,COAL_2,Sun-18
90.0,DIESEL_1,Sun-18
87.0,DIESEL_2,Sun-18
0.0,DIESEL_3,Sun-18
0.0,DIESEL_4,Sun-18
0.0,GAS_1,Sun-18
0.0,GAS_2,Sun-18
165.0,GAS_3,Sun-18
158.0,GAS_4,Sun-18
400.0,COAL_1,Sun-19
305.0,COAL_2,Sun-19
90.0,DIESEL_1,Sun-19
87.0,DIESEL_2,Sun-19
0.0,DIESEL_3,Sun-19
0.0,DIESEL_4,Sun-19
0.0,GAS_1,Sun-19
0.0,GAS_2,Sun-19
165.0,GAS_3,Sun-19
158.0,GAS_4,Sun-19
400.0,COAL_1,Sun-20
307.0,COAL_2,Sun-20
90.0,DIESEL_1,Sun-20
87.0,DIESEL_2,Sun-20
0.0,DIESEL_3,Sun-20
0.0,DIESEL_4,Sun-20
0.0,GAS_1,Sun-20
0.0,GAS_2,Sun-20
165.0,GAS_3,Sun-20
158.0,GAS_4,Sun-20
400.0,COAL_1,Sun-21
315.0,COAL_2,Sun-21
90.0,DIESEL_1,Sun-21
87.0,DIESEL_2,Sun-21
0.0,DIESEL_3,Sun-21
0.0,DIESEL_4,Sun-21
0.0,GAS_1,Sun-21
0.0,GAS_2,Sun-21
165.0,GAS_3,Sun-21
158.0,GAS_4,Sun-21
400.0,COAL_1,Sun-22
311.0,COAL_2,Sun-22
90.0,DIESEL_1,Sun-22
87.0,DIESEL_2,Sun-22
0.0,DIESEL_3,Sun-22
0.0,DIESEL_4,Sun-22
0.0,GAS_1,Sun-22
0.0,GAS_2,Sun-22
165.0,GAS_3,Sun-22
158.0,GAS_4,Sun-22
400.0,COAL_1,Sun-23
307.0,COAL_2,Sun-23
90.0,DIESEL_1,Sun-23
87.0,DIESEL_2,Sun-23
0.0,DIESEL_3,Sun-23
0.0,DIESEL_4,Sun-23
0.0,GAS_1,Sun-23
0.0,GAS_2,Sun-23
165.0,GAS_3,Sun-23
158.0,GAS_4,Sun-23
